title,pub_date,status,link,category,preview
"Neurodharma: New Science, Ancient Wisdom, and Seven Practices of the Highest Happiness","Fri, 12 Aug 2022 13:27:14 +0000",publish,/book-411s/neurodharma,Anxiety and stress,"BY: RICK HANSON, Ph.D. Listen or Download Audio: 4 THOUGHTS 1. Beating Our Negative Biases with Slow Breathing “We need to deal with real dangers, but much of the time we overestimate threats—an aspect of the negativity bias—and don’t feel as safe as we actually are. This makes us feel bad, and it w"
"Peak Mind: Find Your Focus, Own Your Attention, Invest 12 Minutes a Day","Fri, 21 Apr 2023 08:11:00 +0000",publish,/book-411s/peak-mind,Focus and performance,"BY: Amishi P. Jha, Ph.D. Listen or Download Podcast Version 4 Thoughts 1. Attention is Everything (and yours is perfect ) “You may be surprised to know that all of this ultimately comes down to one thing: your attention. If you’re feeling that you’re in a cognitive fog: depleted attention. If you’re"
Relaxation Revolution: Enhancing Your Personal Health Through the Science and Genetics of Mind-Body Healing,"Fri, 13 Jan 2023 09:11:00 +0000",publish,/book-411s/relaxation-revolution,General wellness,"BY: HERBERT BENSON, MD AND WILLIAM PROCTOR, JD Listen or Download Podcast Version 4 THOUGHTS 1. What is the Relaxation Response and Why Is It So Powerful? “Briefly stated, the relaxation response is defined as the response that is the opposite of the ‘fight-or-flight’ or stress response. It is chara"
Stolen Focus: Why You Can’t Pay Attention—and How to Think Deeply Again,"Thu, 28 Jul 2022 14:55:14 +0000",publish,/book-411s/stolen-focus,Focus and performance,BY: JOHANN HARI Listen or Download Audio File 4 THOUGHTS 1. Why Slowing Down Leads to Better Attention and Feels So Good “But when you practice moving at a speed that is compatible with human nature—and you build that into your daily life—you begin to train your attention and focus. ‘That’s why thos
The Confidence Gap: A Guide to Overcoming Fear and Self-Doubt,"Sun, 10 Jul 2022 17:55:13 +0000",publish,/book-411s/the-confidence-gap,Anxiety and stress,"BY: RUSS HARRIS 4 THOUGHTS 1. Presto, Instant Success: Breathing (And Life) Values Vs. Goals “Values are ‘desired qualities of ongoing action.’ In other words, your values describe how you want to behave as a human being: how you want to act on an ongoing basis, […] Goals are ‘desired outcomes.’ In "
The Happiness Track: How to Apply the Science of Happiness to Accelerate Your Success,"Sun, 10 Jul 2022 16:50:46 +0000",publish,/book-411s/the-happiness-track,Breathwork techniques and how-to,"BY: EMMA SEPPÄLÄ, PH.D. Additional Note: I listened to this book on Audible. Therefore, the quotation might not be correct, but is my best attempt at reproducing the punctuation based on the narrator’s pace, tone, and pauses. 4 THOUGHTS 1. Calm & Energized: How to Achieve the Ideal Physiological Sta"
"The Healing Power of Meditation: Leading Experts on Buddhism, Psychology, and Medicine Explore the Health Benefits of Contemplative Practice","Fri, 02 Jun 2023 08:11:00 +0000",publish,/book-411s/the-healing-power-of-meditation,Contemplative practice and mindfulness,"BY: Andy Fraser (editor) (NOTE: Each chapter is written by a different expert) Listen or Download Podcast Version 4 Thoughts 1. What Meditation Is & Its Overall Goal “Broadly speaking, the many different schools of meditation share two components. The first is shamatha (sometimes, samatha), which ca"
The Healing Power of the Breath,"Fri, 16 Dec 2022 09:11:00 +0000",publish,/book-411s/the-healing-power-of-the-breath,Breathwork techniques and how-to,"Simple Techniques to Reduce Stress and Anxiety, Enhance Concentration, and Balance Your Emotions BY: RICHARD BROWN, MD & PATRICIA GERBARG, MD Listen or Download Podcast Version Additional Note + Free Audio Program This book is a must-read for anyone interested in breathing—which means you : ) It als"
"The Mindful Day: Practical Ways to Find Focus, Calm, and Joy from Morning to Evening","Thu, 17 Nov 2022 16:43:30 +0000",publish,/book-411s/the-mindful-day,Contemplative practice and mindfulness,"BY: LAURIE J. CAMERON Listen or Download Audio File 4 THOUGHTS 1. What is Mindfulness and How is it Different from Meditation? ""Mindfulness is the awareness that arises when we deliberately direct our attention toward our inner experience, toward others, and toward the environment around us. But mor"
"The Oxygen Advantage: The Simple, Scientifically Proven Breathing Techniques for a Healthier, Slimmer, Faster, and Fitter You","Fri, 10 Mar 2023 09:11:00 +0000",publish,/book-411s/the-oxygen-advantage,Breathwork techniques and how-to,"BY: PATRICK MCKEOWN Listen or Download Podcast Version 4 Thoughts 1. An Abundance of Overbreathing “Just as we have an optimal quantity of water and food to consume each day, we also have an optimal quantity of air to breathe. And just as eating too much can be damaging to our health, so can overbre"
The Stress Prescription: Seven Days to More Joy and Ease,"Fri, 16 Jun 2023 08:11:00 +0000",publish,/book-411s/the-stress-prescription,Anxiety and stress,"BY: Elissa Epel, Ph.D. Listen or Download Podcast Version 4 Thoughts 1. Accepting & Embracing Uncertainty “We know now that stress biology and aging biology are wrapped up together. Our bodies get worn down more quickly under chronic stress, and chronic uncertainty is the most ubiquitous form of chr"
The Tibetan Yoga of Breath: Breathing Practices for Healing the Body and Cultivating Wisdom,"Fri, 24 Mar 2023 08:11:00 +0000",publish,/book-411s/the-tibetan-yoga-of-breath,Breathwork techniques and how-to,"BY: Anyen Rinpoche & Allison Choying Zangmo Listen or Download Podcast Version 4 Thoughts 1. Why Breathing is the Best Tool for Healing and Transcending Suffering “If we practice mindfulness and appreciate training in the breath, we have an incredible number of opportunities to balance the body and "
The Wim Hof Method: Activate Your Full Human Potential,"Fri, 30 Dec 2022 09:11:00 +0000",publish,/book-411s/the-wim-hof-method,General wellness,"BY: WIM HOF Listen or Download Podcast Version Additional Note I am not a Wim Hof instructor. To ensure safety, it’s critical that you use a certified instructor ( or Wim’s free app ) if you’re interested in trying the method. You should consult your physician before trying anything new. One More Th"
Three Steps to Awakening: A Practice for Bringing Mindfulness to Life,"Fri, 07 Apr 2023 08:11:00 +0000",publish,/book-411s/three-steps-to-awakening,Contemplative practice and mindfulness,"BY: Larry Rosenberg with Laura Zimmerman Listen or Download Podcast Version 4 Thoughts 1. The Power of Breath Awareness (‘a joyful abiding in the here and now’) “Thoughts also come and go. So do moods and images. Likewise, the body feels comfortable, then uncomfortable. The mind is optimistic, then "
Timeless Healing:  The Power and Biology of Belief,"Fri, 27 Jan 2023 09:11:00 +0000",publish,/book-411s/timeless-healing,General wellness,"BY: HERBERT BENSON, MD Listen or Download Podcast Version Additional Note: Here are some quotes to keep in the back of your mind as you read or listen to this one. 4 THOUGHTS 1. Remembered Wellness: How to Harness the Power of the Mind “[A]ll of us have the ability to “remember” the calm and confide"
Transcend: The New Science of Self-Actualization,"Wed, 20 Jul 2022 15:14:57 +0000",publish,/book-411s/transcend,Breathwork techniques and how-to,"BY: SCOTT BARRY KAUFMAN, PH.D. 4 THOUGHTS 1. The Good Life & the Good Breath “Instead, the good life that I present, which is deeply grounded in the core principles of humanistic psychology and a realistic understanding of human needs, is about the healthy expression of needs in the service of disco"
Effect of rosary prayer and yoga mantras on autonomic cardiovascular rhythms: comparative study,"Fri, 25 Nov 2022 09:11:00 +0000",publish,/science-411s/bernardi-et-al-2001,Contemplative practice and mindfulness,"Listen or Download Audio File: Citation Bernardi L, Sleight P, Bandinelli G, Cencetti S, Fattorini L, Wdowczyc-Szulc J, Lagi A. Effect of rosary prayer and yoga mantras on autonomic cardiovascular rhythms: comparative study. BMJ. 2001 Dec 22-29;323(7327):1446-9. doi: 10.1136/bmj.323.7327.1446. PMID:"
Oxygen-induced impairment in arterial function is corrected by slow breathing in patients with type 1 diabetes (2017),"Thu, 14 Jul 2022 17:30:01 +0000",publish,/science-411s/bernardi-et-al-2017,Breathwork techniques and how-to,"Citation Bernardi L, Gordin D, Bordino M, Rosengård-Bärlund M, Sandelin A, Forsblom C, Groop PH. Oxygen-induced impairment in arterial function is corrected by slow breathing in patients with type 1 diabetes. Sci Rep. 2017 Jul 20;7(1):6001. doi: 10.1038/s41598-017-04947-4. PMID: 28729675; PMCID: PMC"
Acute Fall and Long-Term Rise in Oxygen Saturation in Response to Meditation,"Fri, 26 May 2023 08:11:00 +0000",publish,/science-411s/bernardi-et-al-2017-meditation,Breathwork techniques and how-to,"Listen or Download Podcast Version: Citation Bernardi NF, Bordino M, Bianchi L, Bernardi L. Acute fall and long-term rise in oxygen saturation in response to meditation. Psychophysiology. 2017 Dec;54(12):1951-1966. doi: 10.1111/psyp.12972. Epub 2017 Aug 25. PMID: 28840941. Sharable Note: You can sha"
"An add-on training program involving breathing exercises, cold exposure, and meditation attenuates inflammation and disease activity in axial spondyloarthritis – A proof of concept trial","Fri, 30 Dec 2022 09:09:00 +0000",publish,/science-411s/buijze-et-al-2019,Breathwork techniques and how-to,"Listen or Download Podcast Version: Citation Buijze GA, De Jong HMY, Kox M, van de Sande MG, Van Schaardenburg D, Van Vugt RM, Popa CD, Pickkers P, Baeten DLP. An add-on training program involving breathing exercises, cold exposure, and meditation attenuates inflammation and disease activity in axia"
Device and non-device-guided slow breathing to reduce blood pressure: A systematic review and meta-analysis (2019),"Mon, 11 Jul 2022 15:17:23 +0000",publish,/science-411s/chaddha-et-al-2019,Breathwork techniques and how-to,"Citation Chaddha A, Modaff D, Hooper-Lane C, Feldstein DA. Device and non-device-guided slow breathing to reduce blood pressure: A systematic review and meta-analysis. Complement Ther Med. 2019 Aug;45:179-184. doi: 10.1016/j.ctim.2019.03.005. Epub 2019 Mar 15. PMID: 31331557. 4 FUNDAMENTALS 1. Essen"
Yoga breathing for cancer chemotherapy-associated symptoms and quality of life: results of a pilot randomized controlled trial,"Fri, 03 Feb 2023 09:11:00 +0000",publish,/science-411s/dhruva-et-al-2012,Breathwork techniques and how-to,"Listen or Download Podcast Version: Citation Dhruva A, Miaskowski C, Abrams D, Acree M, Cooper B, Goodman S, Hecht FM. Yoga breathing for cancer chemotherapy-associated symptoms and quality of life: results of a pilot randomized controlled trial. J Altern Complement Med. 2012 May;18(5):473-9. doi: 1"
The therapeutic use of the relaxation response in stress-related diseases,"Fri, 06 Jan 2023 09:11:00 +0000",publish,/science-411s/esch-et-al-2003,Anxiety and stress,"Listen or Download Podcast Version: Citation Esch T, Fricchione GL, Stefano GB. The therapeutic use of the relaxation response in stress-related diseases. Med Sci Monit. 2003 Feb;9(2):RA23-34. PMID: 12601303. 4 FUNDAMENTALS 1. Essential Background Material Negative stress can be defined as mental or"
"Voluntary Control of Respiration Patterns, In: A Clinical Guide to the Treatment of the Human Stress Response","Fri, 14 Apr 2023 08:11:00 +0000",publish,/science-411s/everly-and-lating-2019,Anxiety and stress,"Listen or Download Podcast Version: Citation Everly, G.S., Lating, J.M. (2019). Voluntary Control of Respiration Patterns. In: A Clinical Guide to the Treatment of the Human Stress Response. Springer, New York, NY. https://doi.org/10.1007/978-1-4939-9098-6_15 Sharable Note: You can share anything yo"
Effect of breathwork on stress and mental health: A meta-analysis of randomised-controlled trials,"Fri, 20 Jan 2023 09:11:00 +0000",publish,/science-411s/fincham-et-al-2023,Breathwork techniques and how-to,"Listen or Download Podcast Version: Citation Fincham, G.W., Strauss, C., Montero-Marin, J. et al. Effect of breathwork on stress and mental health: A meta-analysis of randomised-controlled trials. Sci Rep 13, 432 (2023). https://doi.org/10.1038/s41598-022-27247-y Additional Note This was published i"
Heart rate variability biofeedback in chronic disease management: A systematic review (2021),"Mon, 11 Jul 2022 14:57:58 +0000",publish,/science-411s/fournie-et-al-2021,Nervous system science,"Citation Fournié C, Chouchou F, Dalleau G, Caderby T, Cabrera Q, Verkindt C. Heart rate variability biofeedback in chronic disease management: A systematic review. Complement Ther Med. 2021 Aug;60:102750. doi: 10.1016/j.ctim.2021.102750. Epub 2021 Jun 10. PMID: 34118390. 4 FUNDAMENTALS 1. Essential "
"Psychophysiological Responses to Various Slow, Deep Breathing Techniques","Sun, 16 Oct 2022 20:39:56 +0000",publish,/science-411s/gholamrezaei-et-al-2021,Breathwork techniques and how-to,"Listen or Download Audio File: Citation Gholamrezaei, A., Van Diest, I., Aziz, Q., Vlaeyen, J. W. S., & Van Oudenhove, L. (2021). Psychophysiological responses to various slow, deep breathing techniques. Psychophysiology, 58(2), [e13712]. https://doi.org/10.1111/psyp.13712 4 FUNDAMENTALS 1. Essentia"
Oral and Systemic Effects of Breathing Patterns: Nasal Breathing vs. Mouth Breathing,"Wed, 12 Oct 2022 14:59:46 +0000",publish,/science-411s/gustafson-et-al-2022,Breathwork techniques and how-to,"Citation Gustafson, J.R., Foster, S., & Swarthout, K. (2022). Oral and systemic effects of breathing patterns: Nasal breathing vs. mouth breathing. Dental Academy of Continuing Education. https://dentalacademyofce.com/courses/oral-and-systemic-effects-of-breathing-patterns-nasal-breathing-vs-mouth-b"
Self-regulation of Breathing as a Primary Treatment for Anxiety,"Fri, 17 Mar 2023 08:11:00 +0000",publish,/science-411s/jerath-et-al-2015,Breathwork techniques and how-to,"Listen or Download Podcast Version: Citation Jerath R, Crawford MW, Barnes VA, Harden K. Self-regulation of breathing as a primary treatment for anxiety. Appl Psychophysiol Biofeedback. 2015 Jun;40(2):107-15. doi: 10.1007/s10484-015-9279-8. PMID: 25869930. Sharable Note: You can share anything you w"
Voluntary activation of the sympathetic nervous system and attenuation of the innate immune response in humans,"Fri, 30 Dec 2022 09:08:00 +0000",publish,/science-411s/kox-et-al-2014,Nervous system science,"Listen or Download Podcast Version: Citation Kox M, van Eijk LT, Zwaag J, van den Wildenberg J, Sweep FC, van der Hoeven JG, Pickkers P. Voluntary activation of the sympathetic nervous system and attenuation of the innate immune response in humans. Proc Natl Acad Sci U S A. 2014 May 20;111(20):7379-"
Vagal Mediation of Low-Frequency Heart Rate Variability During Slow Yogic Breathing,"Fri, 03 Mar 2023 09:11:00 +0000",publish,/science-411s/kromenacker-et-al-2018,Nervous system science,"Listen or Download Podcast Version: Citation Kromenacker BW, Sanova AA, Marcus FI, Allen JJB, Lane RD. Vagal Mediation of Low-Frequency Heart Rate Variability During Slow Yogic Breathing. Psychosom Med. 2018 Jul/Aug;80(6):581-587. doi: 10.1097/PSY.0000000000000603. PMID: 29771730. Sharable Note: You"
Inﬂuence of a 30-Day Slow-Paced Breathing Intervention Compared to Social Media Use on Subjective Sleep Quality and Cardiac Vagal Activity,"Wed, 05 Oct 2022 14:32:42 +0000",publish,/science-411s/laborde-et-al-2019,Breathwork techniques and how-to,"Citation Laborde S, Hosang T, Mosley E, Dosseville F. Influence of a 30-Day Slow-Paced Breathing Intervention Compared to Social Media Use on Subjective Sleep Quality and Cardiac Vagal Activity. J Clin Med. 2019 Feb 6;8(2):193. doi: 10.3390/jcm8020193. PMID: 30736268; PMCID: PMC6406675. 4 FUNDAMENTA"
